Description,File,Variable,Year
Resistance (Ohms) @ 304 KHz,BIX_C.htm,BIXS304K,2003-2004
Resistance (Ohms) @ 31 KHz,BIX_C.htm,BIXS031K,2003-2004
Resistance (Ohms) @ 339 KHz,BIX_C.htm,BIXS339K,2003-2004
Resistance (Ohms) @ 35 KHz,BIX_C.htm,BIXS035K,2003-2004
Resistance (Ohms) @ 378 KHz,BIX_C.htm,BIXS378K,2003-2004
Resistance (Ohms) @ 39 KHz,BIX_C.htm,BIXS039K,2003-2004
Resistance (Ohms) @ 421 KHz,BIX_C.htm,BIXS421K,2003-2004
Resistance (Ohms) @ 43 KHz,BIX_C.htm,BIXS043K,2003-2004
Resistance (Ohms) @ 469 KHz,BIX_C.htm,BIXS469K,2003-2004
Resistance (Ohms) @ 5 KHz,BIX_C.htm,BIXS005K,2003-2004
Resistance (Ohms) @ 50 KHz,BIX_C.htm,BIXS050K,2003-2004
Resistance (Ohms) @ 500 KHz,BIX_C.htm,BIXS500K,2003-2004
Resistance (Ohms) @ 54 KHz,BIX_C.htm,BIXS054K,2003-2004
Resistance (Ohms) @ 582 KHz,BIX_C.htm,BIXS582K,2003-2004
Resistance (Ohms) @ 6 KHz,BIX_C.htm,BIXS006K,2003-2004
Resistance (Ohms) @ 60 KHz,BIX_C.htm,BIXS060K,2003-2004
Resistance (Ohms) @ 67 KHz,BIX_C.htm,BIXS067K,2003-2004
Resistance (Ohms) @ 7 KHz,BIX_C.htm,BIXS007K,2003-2004
Resistance (Ohms) @ 723 KHz,BIX_C.htm,BIXS723K,2003-2004
Resistance (Ohms) @ 75 KHz,BIX_C.htm,BIXS075K,2003-2004
Resistance (Ohms) @ 8 KHz,BIX_C.htm,BIXS008K,2003-2004
Resistance (Ohms) @ 806 KHz,BIX_C.htm,BIXS806K,2003-2004
Resistance (Ohms) @ 83 KHz,BIX_C.htm,BIXS083K,2003-2004
Resistance (Ohms) @ 898 KHz,BIX_C.htm,BIXS898K,2003-2004
Resistance (Ohms) @ 9 KHz,BIX_C.htm,BIXS009K,2003-2004
Resistance (Ohms) @ 93 KHz,BIX_C.htm,BIXS093K,2003-2004
Resistance (ohms) of extracellular fluid,BIX_C.htm,BIDRECF,2003-2004
Resistance (ohms) of intracellular fluid,BIX_C.htm,BIDRICF,2003-2004
Respondent sequence number,ACQ_C.htm,SEQN,2003-2004
Retinol (mcg),DR2TOT_D.htm,DR2TRET,2005-2006
Riboflavin (Vitamin B2) (mg),DR2TOT_D.htm,DR2TVB2,2005-2006
Right - Zone 1,OHX_D.htm,OHXFCRZ1,2005-2006
Right - Zone 2,OHX_D.htm,OHXFCRZ2,2005-2006
Right - Zone 3,OHX_D.htm,OHXFCRZ3,2005-2006
Right - Zone 4,OHX_D.htm,OHXFCRZ4,2005-2006
Right - Zone 5,OHX_D.htm,OHXFCRZ5,2005-2006
Right - Zone 6,OHX_D.htm,OHXFCRZ6,2005-2006
Right - Zone 7,OHX_D.htm,OHXFCRZ7,2005-2006
Right - Zone 8,OHX_D.htm,OHXFCRZ8,2005-2006
Right ABPI,LEXAB_C.htm,LEXRABPI,2003-2004
Right Foot - Number of insensate areas,LEXPN_C.htm,LEARPN,2003-2004
Right Mean Posterior Tibial SBP (mm Hg),LEXAB_C.htm,LEXRPTSM,2003-2004
Right PT pulse detected?,LEXAB_C.htm,LEARPTPD,2003-2004
Right Posterior Tibial SBP 1 (mm Hg),LEXAB_C.htm,LEXRPTS1,2003-2004
Right Posterior Tibial SBP 2 (mm Hg),LEXAB_C.htm,LEXRPTS2,2003-2004
Right amputation,LEXPN_C.htm,LEARAMP,2003-2004
Right ankle SBP > 255 mm Hg?,LEXAB_C.htm,LEARAPNC,2003-2004
Right bunions,LEXPN_C.htm,LEARBUN,2003-2004
"Right halux comment, test 1",LEXPN_C.htm,LEARHAC1,2003-2004
"Right halux comment, test 2",LEXPN_C.htm,LEARHAC2,2003-2004
"Right halux, test 1",LEXPN_C.htm,LEXRHAL1,2003-2004
"Right halux, test 2",LEXPN_C.htm,LEXRHAL2,2003-2004
"Right halux, test 3",LEXPN_C.htm,LEXRHAL3,2003-2004
Right lesion,LEXPN_C.htm,LEARLES,2003-2004
Right lesion site,LEXPN_C.htm,LEARLESS,2003-2004
"Right metatarsal head 1 comment, test 1",LEXPN_C.htm,LEARM1C1,2003-2004
"Right metatarsal head 1 comment, test 2",LEXPN_C.htm,LEARM1C2,2003-2004
"Right metatarsal head 1, test 1",LEXPN_C.htm,LEXRMH11,2003-2004
"Right metatarsal head 1, test 2",LEXPN_C.htm,LEXRMH12,2003-2004
"Right metatarsal head 1, test 3",LEXPN_C.htm,LEXRMH13,2003-2004
"Right metatarsal head 5 comment, test 1",LEXPN_C.htm,LEARM5C1,2003-2004
"Right metatarsal head 5 comment, test 2",LEXPN_C.htm,LEARM5C2,2003-2004
"Right metatarsal head 5 comment, test 3",LEXPN_C.htm,LEARM5C3,2003-2004
"Right metatarsal head 5, test 1",LEXPN_C.htm,LEXRMH51,2003-2004
"Right metatarsal head 5, test 2",LEXPN_C.htm,LEXRMH52,2003-2004
"Right metatarsal head 5, test 3",LEXPN_C.htm,LEXRMH53,2003-2004
Room temperature (degrees F),CVX_C.htm,CVATEMP,2003-2004
Root Caries:  yes / no,OHXDEN_C (1).htm,OHXRCAR,2003-2004
Root restorations: yes / no,OHXDEN_C (1).htm,OHXRRES,2003-2004
Routine place to go for healthcare,HUQ_C.htm,HUQ030,2003-2004
SED duration,CIQDEP_C.htm,CIQD003,2003-2004
SED interfere with daily life?,CIQDEP_C.htm,CIQD095,2003-2004
SFA 10:0 (Decanoic) (gm),DR2TOT_D.htm,DR2TS100,2005-2006
SFA 12:0 (Dodecanoic) (gm),DR2TOT_D.htm,DR2TS120,2005-2006
SFA 14:0 (Tetradecanoic) (gm),DR2TOT_D.htm,DR2TS140,2005-2006
SFA 16:0 (Hexadecanoic) (gm),DR2TOT_D.htm,DR2TS160,2005-2006
SFA 18:0 (Octadecanoic) (gm),DR2TOT_D.htm,DR2TS180,2005-2006
SFA 4:0 (Butanoic) (gm),DR2TOT_D.htm,DR2TS040,2005-2006
SFA 6:0 (Hexanoic) (gm),DR2TOT_D.htm,DR2TS060,2005-2006
SFA 8:0 (Octanoic) (gm),DR2TOT_D.htm,DR2TS080,2005-2006
SP donated blood in past 12 months?,HSQ_C.htm,HSQ571,2003-2004
SP ever had pain or discomfort in chest,CDQ_C.htm,CDQ001,2003-2004
SP get it walking uphill or in a hurry,CDQ_C.htm,CDQ002,2003-2004
"SP have flu, pneumonia, ear infection?",HSQ_C.htm,HSQ520,2003-2004
SP have head cold or chest cold,HSQ_D.htm,HSQ500,2005-2006
SP have stomach or intestinal illness?,HSQ_C.htm,HSQ510,2003-2004
SP recent health - over past 4 weeks,HSQ_C.htm,HSQ500,2003-2004
"Sad, empty, depressed (SED) frequency",CIQDEP_C.htm,CIQD002,2003-2004
School breakfast free/reduced/full price,DBQ_D.htm,DBQ421,2005-2006
"School lunch free, reduced or full price",DBQ_D.htm,DBQ390,2005-2006
School serve complete breakfast each day,DBQ_D.htm,DBQ400,2005-2006
School serves school lunches,DBQ_D.htm,DBQ370,2005-2006
Seek help from a health professional,WHQ_D.htm,WHQ270,2005-2006
Seen mental health professional /past yr,HUQ_C.htm,HUQ090,2003-2004
Seen mental health professional/past yr,HUQ_D.htm,HUQ090,2005-2006
Segmented neutrophils num (1000 cell/uL),CBC_D.htm,LBDNENO,2005-2006
Segmented neutrophils percent (%),CBC_D.htm,LBXNEPCT,2005-2006
Selenium (mcg),DR2TOT_D.htm,DR2TSELE,2005-2006
Self-reported greatest weight (pounds),WHQ_D.htm,WHD140,2005-2006
Self-reported greatest weight(pounds),WHQ_C.htm,WHD140,2003-2004
Self-reported height - age 25 (inches),WHQ_C.htm,WHD130,2003-2004
Self-reported weight - 1 yr ago (pounds),WHQ_D.htm,WHD050,2005-2006
Self-reported weight - age 25 (pounds),WHQ_C.htm,WHD120,2003-2004
Self-reported weight-1 yr ago (pounds),WHQ_C.htm,WHD050,2003-2004
Self-reported weight-10 yrs ago (pounds),WHQ_C.htm,WHD110,2003-2004
Self-reported weight-age 25 (pounds),WHQ_D.htm,WHD120,2005-2006
"Senility condition, days",PFQ_C.htm,PFD069N,2003-2004
Sensitivity,OHXREF_C.htm,OHQ490b,2003-2004
Sequential Observation Number,PAXRAW_C.htm,PAXN,2003-2004
Severe pain in chest more than half hour,CDQ_C.htm,CDQ008,2003-2004
Shortness of breath on stairs/inclines,CDQ_C.htm,CDQ010,2003-2004
Single period or two+ periods?,CIQPAN_C.htm,CIQP51,2003-2004
Sitting for long periods difficulty,PFQ_C.htm,PFQ061N,2003-2004
Skipped meals,WHQ_C.htm,WHD080E,2003-2004
Sleep disorder: Insomnia,SLQ_D.htm,SLQ070B,2005-2006
Sleep disorder: Other,SLQ_D.htm,SLQ070D,2005-2006
Sleep disorder: Restless Legs,SLQ_D.htm,SLQ070C,2005-2006
Sleep disorder: Sleep Apnea,SLQ_D.htm,SLQ070A,2005-2006
Smoked a pipe at least 20 times in life,SMQ_C.htm,SMQ120,2003-2004
Smoked at least 100 cigarettes in life,SMQ_C.htm,SMQ020,2003-2004
Smoked cigars at least 20 times in life,SMQ_C.htm,SMQ150,2003-2004
Sodium (mg),DR2TOT_D.htm,DR2TSODI,2005-2006
Sodium (mmol/L),L40_C.htm,LBXSNASI,2003-2004
Some other finding,OHXREF_C.htm,OHAROTH,2003-2004
Source of Health Status Data,HSQ_C.htm,HSAQUEX,2003-2004
Spanish usually spoken at home,ACQ_C.htm,ACD010B,2003-2004
Stage 1 diastolic BP (mm Hg),CVX_C.htm,CVDS1DI,2003-2004
Stage 1 grade (% incline),CVX_C.htm,CVDS1G,2003-2004
Stage 1 heart rate (per min),CVX_C.htm,CVDS1HR,2003-2004
Stage 1 rating of perceived exertion,CVX_C.htm,CVXS1RPE,2003-2004
Stage 1 speed (mph),CVX_C.htm,CVDS1S,2003-2004
Stage 1 systolic BP (mm Hg),CVX_C.htm,CVDS1SY,2003-2004
Stage 2 diastolic BP (mm Hg),CVX_C.htm,CVDS2DI,2003-2004
Stage 2 grade (% incline),CVX_C.htm,CVDS2G,2003-2004
Stage 2 heart rate (per min),CVX_C.htm,CVDS2HR,2003-2004
Stage 2 rating of perceived exertion,CVX_C.htm,CVXS2RPE,2003-2004
Stage 2 speed (mph),CVX_C.htm,CVDS2S,2003-2004
Stage 2 systolic BP (mm Hg),CVX_C.htm,CVDS2SY,2003-2004
Staining/discoloration of teeth,OHXREF_C.htm,OHQ490f,2003-2004
Standing Height (cm),BMX_C.htm,BMXHT,2003-2004
Standing Height Comment,BMX_C.htm,BMIHT,2003-2004
Standing for long periods difficulty,PFQ_C.htm,PFQ061M,2003-2004
Standingup from armless chair difficulty,PFQ_C.htm,PFQ061I,2003-2004
Started to smoke or began to smoke again,WHQ_D.htm,WHD080P,2005-2006
Status code for Contacts,OHXADD_C.htm,OHDFCST,2003-2004
"Status code for Tooth ""Wear""",OHXADD_C.htm,OHDDEST,2003-2004
"Stooping, crouching, kneeling difficulty",PFQ_C.htm,PFQ061D,2003-2004
"Stroke problems, days",PFQ_C.htm,PFD069O,2003-2004
"Strong Fear:  Crowd, standing in line",CIQPAN_C.htm,CIQP44G,2003-2004
Strong Fear: Animals,CIQPAN_C.htm,CIQP44I,2003-2004
Strong Fear: Being in a crowd,CIQPAN_C.htm,CIQP44C,2003-2004
Strong Fear: Being in a public place,CIQPAN_C.htm,CIQP44H,2003-2004
"Strong Fear: Being outside, away",CIQPAN_C.htm,CIQP44E,2003-2004
Strong Fear: Closed spaces,CIQPAN_C.htm,CIQP44M,2003-2004
Strong Fear: Flying,CIQPAN_C.htm,CIQP44L,2003-2004
Strong Fear: Getting an injection,CIQPAN_C.htm,CIQP44O,2003-2004
Strong Fear: Giving a speech,CIQPAN_C.htm,CIQP44A,2003-2004
Strong Fear: Going to a hospital,CIQPAN_C.htm,CIQP44Q,2003-2004
Strong Fear: Going to the dentist,CIQPAN_C.htm,CIQP44P,2003-2004
Strong Fear: Heights,CIQPAN_C.htm,CIQP44J,2003-2004
Strong Fear: Meeting new people,CIQPAN_C.htm,CIQP44D,2003-2004
Strong Fear: Other 1,CIQPAN_C.htm,CIQP44R,2003-2004
Strong Fear: Other 2,CIQPAN_C.htm,CIQP44S,2003-2004
Strong Fear: Other 3,CIQPAN_C.htm,CIQP44T,2003-2004
Strong Fear: Party or social event,CIQPAN_C.htm,CIQP44B,2003-2004
Strong Fear: Seeing blood,CIQPAN_C.htm,CIQP44N,2003-2004
"Strong Fear: Storms, thunder, lightning",CIQPAN_C.htm,CIQP44K,2003-2004
"Strong Fear: Traveling bus, train, car",CIQPAN_C.htm,CIQP44F,2003-2004
Subscapular Skinfold (mm),BMX_C.htm,BMXSUB,2003-2004
Subscapular Skinfold Comment,BMX_C.htm,BMISUB,2003-2004
Summer program meal free/reduced price,DBQ_D.htm,DBQ424,2005-2006
Switched to foods with lower calories,WHQ_C.htm,WHD080B,2003-2004
Systolic:  Blood pres (1st rdg) mm Hg,BPX_C.htm,BPXSY1,2003-2004
Systolic:  Blood pres (2nd rdg) mm Hg,BPX_C.htm,BPXSY2,2003-2004
Systolic:  Blood pres (3rd rdg) mm Hg,BPX_C.htm,BPXSY3,2003-2004
Systolic: Blood pres (4th rdg) mm Hg,BPX_C.htm,BPXSY4,2003-2004
Take diabetic pills to lower blood sugar,DIQ_D.htm,DID070,2005-2006
Taking insulin now,DIQ_D.htm,DIQ050,2005-2006
Taking prescription for hypertension,BPQ_C.htm,BPQ040A,2003-2004
Tap water source,DR2TOT_D.htm,DR2TWS,2005-2006
Tasks around home/yard past 30 days,PAQ_C.htm,PAQ100,2003-2004
Teeth needing extractions,OHXREF_C.htm,OHQ490h,2003-2004
Theobromine (mg),DR2TOT_D.htm,DR2TTHEO,2005-2006
Thiamin (Vitamin B1) (mg),DR2TOT_D.htm,DR2TVB1,2005-2006
Thigh Circumference (cm),BMX_C.htm,BMXTHICR,2003-2004
Thigh Circumference Comment,BMX_C.htm,BMITHICR,2003-2004
Time delay (ns),BIX_C.htm,BIDTD,2003-2004
Time when no insurance in past year?,HIQ_D.htm,HIQ210,2005-2006
Told had high blood pressure - 2+ times,BPQ_C.htm,BPQ030,2003-2004
Told of other diet changes for hyprtnsn,BPQ_C.htm,BPQ043C,2003-2004
Told to control weight for hypertension,BPQ_C.htm,BPQ040B,2003-2004
Told to do other things for hypertension,BPQ_C.htm,BPQ040F,2003-2004
Told to do other things for hyprtnsn,BPQ_C.htm,BPQ043D,2003-2004
Told to eat less fat for cholesterol,BPQ_C.htm,BPQ090A,2003-2004
Told to exercise more for cholesterol,BPQ_C.htm,BPQ090C,2003-2004
Told to exercise more for hypertension,BPQ_C.htm,BPQ040D,2003-2004
Told to increase potassium for hyprtnsn,BPQ_C.htm,BPQ043B,2003-2004
Told to reduce alcohol for hypertension,BPQ_C.htm,BPQ040E,2003-2004
Told to reduce sodium for hypertension,BPQ_C.htm,BPQ040C,2003-2004
Told to reduce weight for cholesterol,BPQ_C.htm,BPQ090B,2003-2004
Told to stop smoking for hypertension,BPQ_C.htm,BPQ043A,2003-2004
Told to take prescriptn for cholesterol,BPQ_C.htm,BPQ090D,2003-2004
Took laxatives or vomited,WHQ_C.htm,WHD080K,2003-2004
Took non-RX suppl. to lose weight,WHQ_D.htm,WHD080J,2005-2006
Took non-prescription diet pills,WHQ_C.htm,WHD080J,2003-2004
Took prescription diet pills,WHQ_C.htm,WHD080I,2003-2004
Tooth Count:  #1,OHXDEN_C (1).htm,OHX01TC,2003-2004
Tooth Count:  #10,OHXDEN_C (1).htm,OHX10TC,2003-2004
Tooth Count:  #11,OHXDEN_C (1).htm,OHX11TC,2003-2004
Tooth Count:  #12,OHXDEN_C (1).htm,OHX12TC,2003-2004
Tooth Count:  #13,OHXDEN_C (1).htm,OHX13TC,2003-2004
Tooth Count:  #14,OHXDEN_C (1).htm,OHX14TC,2003-2004
Tooth Count:  #15,OHXDEN_C (1).htm,OHX15TC,2003-2004
Tooth Count:  #16,OHXDEN_C (1).htm,OHX16TC,2003-2004
Tooth Count:  #17,OHXDEN_C (1).htm,OHX17TC,2003-2004
Tooth Count:  #18,OHXDEN_C (1).htm,OHX18TC,2003-2004
Tooth Count:  #19,OHXDEN_C (1).htm,OHX19TC,2003-2004
Tooth Count:  #2,OHXDEN_C (1).htm,OHX02TC,2003-2004
Tooth Count:  #20,OHXDEN_C (1).htm,OHX20TC,2003-2004
Tooth Count:  #21,OHXDEN_C (1).htm,OHX21TC,2003-2004
Tooth Count:  #22,OHXDEN_C (1).htm,OHX22TC,2003-2004
Tooth Count:  #23,OHXDEN_C (1).htm,OHX23TC,2003-2004
Tooth Count:  #24,OHXDEN_C (1).htm,OHX24TC,2003-2004
Tooth Count:  #25,OHXDEN_C (1).htm,OHX25TC,2003-2004
Tooth Count:  #26,OHXDEN_C (1).htm,OHX26TC,2003-2004
Tooth Count:  #27,OHXDEN_C (1).htm,OHX27TC,2003-2004
Tooth Count:  #28,OHXDEN_C (1).htm,OHX28TC,2003-2004
Tooth Count:  #29,OHXDEN_C (1).htm,OHX29TC,2003-2004
Tooth Count:  #3,OHXDEN_C (1).htm,OHX03TC,2003-2004
Tooth Count:  #30,OHXDEN_C (1).htm,OHX30TC,2003-2004
Tooth Count:  #31,OHXDEN_C (1).htm,OHX31TC,2003-2004
Tooth Count:  #32,OHXDEN_C (1).htm,OHX32TC,2003-2004
Tooth Count:  #4,OHXDEN_C (1).htm,OHX04TC,2003-2004
Tooth Count:  #5,OHXDEN_C (1).htm,OHX05TC,2003-2004
Tooth Count:  #6,OHXDEN_C (1).htm,OHX06TC,2003-2004
Tooth Count:  #7,OHXDEN_C (1).htm,OHX07TC,2003-2004
Tooth Count:  #8,OHXDEN_C (1).htm,OHX08TC,2003-2004
Tooth Count:  #9,OHXDEN_C (1).htm,OHX09TC,2003-2004
Tooth count: #1,OHX_D.htm,OHX01HTC,2005-2006
Tooth count: #10,OHX_D.htm,OHX10HTC,2005-2006
Tooth count: #11,OHX_D.htm,OHX11HTC,2005-2006
Tooth count: #12,OHX_D.htm,OHX12HTC,2005-2006
Tooth count: #13,OHX_D.htm,OHX13HTC,2005-2006
Tooth count: #14,OHX_D.htm,OHX14HTC,2005-2006
Tooth count: #15,OHX_D.htm,OHX15HTC,2005-2006
Tooth count: #16,OHX_D.htm,OHX16HTC,2005-2006
Tooth count: #17,OHX_D.htm,OHX17HTC,2005-2006
Tooth count: #18,OHX_D.htm,OHX18HTC,2005-2006
Tooth count: #19,OHX_D.htm,OHX19HTC,2005-2006
Tooth count: #2,OHX_D.htm,OHX02HTC,2005-2006
Tooth count: #20,OHX_D.htm,OHX20HTC,2005-2006
Tooth count: #21,OHX_D.htm,OHX21HTC,2005-2006
Tooth count: #22,OHX_D.htm,OHX22HTC,2005-2006
Tooth count: #23,OHX_D.htm,OHX23HTC,2005-2006
Tooth count: #24,OHX_D.htm,OHX24HTC,2005-2006
Tooth count: #25,OHX_D.htm,OHX25HTC,2005-2006
Tooth count: #26,OHX_D.htm,OHX26HTC,2005-2006
Tooth count: #27,OHX_D.htm,OHX27HTC,2005-2006
Tooth count: #28,OHX_D.htm,OHX28HTC,2005-2006
Tooth count: #29,OHX_D.htm,OHX29HTC,2005-2006
Tooth count: #3,OHX_D.htm,OHX03HTC,2005-2006
Tooth count: #30,OHX_D.htm,OHX30HTC,2005-2006
Tooth count: #31,OHX_D.htm,OHX31HTC,2005-2006
Tooth count: #32,OHX_D.htm,OHX32HTC,2005-2006
Tooth count: #4,OHX_D.htm,OHX04HTC,2005-2006
Tooth count: #5,OHX_D.htm,OHX05HTC,2005-2006
Tooth count: #6,OHX_D.htm,OHX06HTC,2005-2006
Tooth count: #7,OHX_D.htm,OHX07HTC,2005-2006
Tooth count: #8,OHX_D.htm,OHX08HTC,2005-2006
Tooth count: #9,OHX_D.htm,OHX09HTC,2005-2006
Toothache,OHXREF_C.htm,OHQ490a,2003-2004
Total # of days in long term facility,HUQ_C.htm,HUQ084,2003-2004
Total Cholesterol (mg/dL),L13_C.htm,LBXTC,2003-2004
Total Cholesterol (mmol/L),L13_C.htm,LBDTCSI,2003-2004
Total Cholesterol( mmol/L),TCHOL_D.htm,LBDTCSI,2005-2006
Total bilirubin (mg/dL),L40_C.htm,LBXSTB,2003-2004
Total bottled water drank yesterday (gm),DR2TOT_D.htm,DR2BWATZ,2005-2006
Total calcium (mg/dL),L40_C.htm,LBXSCA,2003-2004
Total calcium (mmol/L),L40_C.htm,LBDSCASI,2003-2004
Total cholesterol (mg/dL),TCHOL_D.htm,LBXTC,2005-2006
Total choline (mg),DR2TOT_D.htm,DR2TCHL,2005-2006
Total fat (gm),DR2TOT_D.htm,DR2TTFAT,2005-2006
Total folate (mcg),DR2TOT_D.htm,DR2TFOLA,2005-2006
Total monounsaturated fatty acids (gm),DR2TOT_D.htm,DR2TMFAT,2005-2006
Total plain water drank yesterday (gm),DR2TOT_D.htm,DR2_320Z,2005-2006
Total polyunsaturated fatty acids (gm),DR2TOT_D.htm,DR2TPFAT,2005-2006
Total protein (g/L),L40_C.htm,LBDSTPSI,2003-2004
Total protein (g/dL),L40_C.htm,LBXSTP,2003-2004
Total saturated fatty acids (gm),DR2TOT_D.htm,DR2TSFAT,2005-2006
Total sugars (gm),DR2TOT_D.htm,DR2TSUGR,2005-2006
Total tap water drank yesterday (gm),DR2TOT_D.htm,DR2_330Z,2005-2006
Triceps Skinfold (mm),BMX_C.htm,BMXTRI,2003-2004
Triceps Skinfold Comment,BMX_C.htm,BMITRI,2003-2004
Tried not to gain weight in past year,WHQ_C.htm,WHQ090,2003-2004
Tried to lose weight in past year,WHQ_C.htm,WHQ070,2003-2004
Tried to quit smoking,SMQ_D.htm,SMQ670,2005-2006
Triglyceride (mg/dL),L13AM_C.htm,LBXTR,2003-2004
Triglyceride (mmol/L),L13AM_C.htm,LBDTRSI,2003-2004
Triglycerides (mg/dL),L40_C.htm,LBXSTR,2003-2004
Triglycerides (mmol/L),L40_C.htm,LBDSTRSI,2003-2004
Trunk (A/G region) scan status,DXXAG_C.htm,DXATRST,2003-2004
Trunk tissue invalidity code,DXXAG_C.htm,DXATRTV,2003-2004
Two weeks irritable most of the time?,CIQDEP_C.htm,CIQD014,2003-2004
"Two weeks sad, empty, depressed?",CIQDEP_C.htm,CIQD001,2003-2004
Two-year MEC weights of subsample B,EPH_D.htm,WTSB2YR,2005-2006
Type of milk first fed - other,DBQ_D.htm,DBD072U,2005-2006
Type of milk first fed-1% milk,DBQ_D.htm,DBD072C,2005-2006
Type of milk first fed-2% milk,DBQ_D.htm,DBD072B,2005-2006
Type of milk first fed-fat free milk,DBQ_D.htm,DBD072D,2005-2006
Type of milk first fed-whole milk,DBQ_D.htm,DBD072A,2005-2006
Type place most often go for healthcare,HUQ_C.htm,HUQ040,2003-2004
Unable to read...couldn't pay attention?,CIQDEP_C.htm,CIQD044,2003-2004
Under/over 50 when fracd spine 10th time,OSQ_D.htm,OSQ040cj,2005-2006
Under/over 50 when fracd. hip 1st time,OSQ_D.htm,OSQ040aa,2005-2006
Under/over 50 when fracd. hip 2nd time,OSQ_D.htm,OSQ040ab,2005-2006
Under/over 50 when fracd. hip 3rd time,OSQ_D.htm,OSQ040ac,2005-2006
Under/over 50 when fracd. spine 1st time,OSQ_D.htm,OSQ040ca,2005-2006
Under/over 50 when fracd. spine 2nd time,OSQ_D.htm,OSQ040cb,2005-2006
Under/over 50 when fracd. spine 3rd time,OSQ_D.htm,OSQ040cc,2005-2006
Under/over 50 when fracd. spine 4th time,OSQ_D.htm,OSQ040cd,2005-2006
Under/over 50 when fracd. spine 5th time,OSQ_D.htm,OSQ040ce,2005-2006
Under/over 50 when fracd. spine 6th time,OSQ_D.htm,OSQ040cf,2005-2006
Under/over 50 when fracd. spine 7th time,OSQ_D.htm,OSQ040cg,2005-2006
Under/over 50 when fracd. spine 8th time,OSQ_D.htm,OSQ040ch,2005-2006
Under/over 50 when fracd. spine 9th time,OSQ_D.htm,OSQ040ci,2005-2006
Under/over 50 when fracd. wrist 1st time,OSQ_D.htm,OSQ040ba,2005-2006
Under/over 50 when fracd. wrist 2nd time,OSQ_D.htm,OSQ040bb,2005-2006
Under/over 50 when fracd. wrist 3rd time,OSQ_D.htm,OSQ040bc,2005-2006
Under/over 50 when fracd. wrist 4th time,OSQ_D.htm,OSQ040bd,2005-2006
Under/over 50 when fracd. wrist 5th time,OSQ_D.htm,OSQ040be,2005-2006
Under/over 50 when fracd. wrist 6th time,OSQ_D.htm,OSQ040bf,2005-2006
Under/over 50 when fracd. wrist 7th time,OSQ_D.htm,OSQ040bg,2005-2006
Unit of measure (day/week/month),PAQ_C.htm,PAQ050U,2003-2004
Unit of measure (day/week/month/year),SMQ_C.htm,SMQ050U,2003-2004
Unit of measure (month/year),DIQ_D.htm,DIQ060U,2005-2006
Unsatisfactory prior dental experience,OHXREF_C.htm,OHQ490l,2003-2004
Untreated Caries / Restorative needs,OHXREF_C.htm,OHAROCDT,2003-2004
Unusual value noted during data review,BMX_C.htm,BMDSUBF,2003-2004
Upper Arm Length (cm),BMX_C.htm,BMXARML,2003-2004
Upper Arm Length Comment,BMX_C.htm,BMIARML,2003-2004
Upper Leg Length (cm),BMX_C.htm,BMXLEG,2003-2004
Upper Leg Length Comment,BMX_C.htm,BMILEG,2003-2004
Uric acid (mg/dL),L40_C.htm,LBXSUA,2003-2004
Uric acid (umol/L),L40_C.htm,LBDSUASI,2003-2004
Urinary 4-tert-octylphenol (ng/mL),EPH_D.htm,URX4TO,2005-2006
Urinary 4-tert-octylphenol comment,EPH_D.htm,URD4TOLC,2005-2006
Urinary Benzophenone-3 (ng/mL),EPH_D.htm,URXBP3,2005-2006
Urinary Benzophenone-3 comment,EPH_D.htm,URDBP3LC,2005-2006
Urinary Bisphenol A (ng/mL),EPH_D.htm,URXBPH,2005-2006
Urinary Bisphenol A comment,EPH_D.htm,URDBPHLC,2005-2006
Urinary Triclosan (ng/mL),EPH_D.htm,URXTRS,2005-2006
Urinary Triclosan comment,EPH_D.htm,URDTRSLC,2005-2006
Urinary creatinine,EPH_D.htm,URXUCR,2005-2006
Urinated before reaching the toilet,KIQ_U_C.htm,KIQ044,2003-2004
Use health claims on food packages,DBQ_D.htm,DBQ780,2005-2006
Use ingredients list on food label,DBQ_D.htm,DBQ760,2005-2006
Use nutrition facts panel on food label,DBQ_D.htm,DBQ750,2005-2006
Use serving size info on food label,DBQ_D.htm,DBQ770,2005-2006
Used a liquid diet formula,WHQ_C.htm,WHD080G,2003-2004
Used chewing tobacco 20 times in life,SMQ_C.htm,SMQ210,2003-2004
Used last 5 days - Chewing tobacco,SMQRTU_D.htm,SMQ690D,2005-2006
Used last 5 days - Cigarettes,SMQRTU_D.htm,SMQ690A,2005-2006
Used last 5 days - Cigars,SMQRTU_D.htm,SMQ690C,2005-2006
"Used last 5 days - Patch, gum, other",SMQRTU_D.htm,SMQ690F,2005-2006
Used last 5 days - Pipes,SMQRTU_D.htm,SMQ690B,2005-2006
Used last 5 days - Snuff,SMQRTU_D.htm,SMQ690E,2005-2006
Used liquid diet formula,WHQ_D.htm,WHD100G,2005-2006
Used snuff at least 20 times in life,SMQ_C.htm,SMQ180,2003-2004
Used tobacco/nicotine last 5 days?,SMQRTU_D.htm,SMQ680,2005-2006
"Using fork, knife, drinking from cup",PFQ_C.htm,PFQ061K,2003-2004
Usually have trouble trying to urinate,KIQ_P_C.htm,KIQ081,2003-2004
Vigorous activity over past 30 days,PAQ_C.htm,PAD200,2003-2004
"Vision problems, days",PFQ_C.htm,PFD069P,2003-2004
