Description,File,Variable,Year
Pain in epigastric area,CDQ_C.htm,CDQ009H,2003-2004
Pain in left arm,CDQ_C.htm,CDQ009G,2003-2004
Pain in left chest,CDQ_C.htm,CDQ009F,2003-2004
Pain in lower sternum,CDQ_C.htm,CDQ009E,2003-2004
Pain in neck,CDQ_C.htm,CDQ009C,2003-2004
Pain in right arm,CDQ_C.htm,CDQ009A,2003-2004
Pain in right chest,CDQ_C.htm,CDQ009B,2003-2004
Pain in upper sternum,CDQ_C.htm,CDQ009D,2003-2004
Respondent sequence number,CDQ_C.htm,SEQN,2003-2004
SP ever had pain or discomfort in chest,CDQ_C.htm,CDQ001,2003-2004
SP get it walking uphill or in a hurry,CDQ_C.htm,CDQ002,2003-2004
Severe pain in chest more than half hour,CDQ_C.htm,CDQ008,2003-2004
Shortness of breath on stairs/inclines,CDQ_C.htm,CDQ010,2003-2004
CHECK ITEM,CDQ_D.htm,CDQ003A,2005-2006
Does standing relieve pain/discomfort,CDQ_D.htm,CDQ005,2005-2006
During an ordinary pace on level ground,CDQ_D.htm,CDQ003,2005-2006
How soon is the pain relieved,CDQ_D.htm,CDQ006,2005-2006
If so does SP continue or slow down,CDQ_D.htm,CDQ004,2005-2006
Pain in epigastric area,CDQ_D.htm,CDQ009H,2005-2006
Pain in left arm,CDQ_D.htm,CDQ009G,2005-2006
Pain in left chest,CDQ_D.htm,CDQ009F,2005-2006
Pain in lower sternum,CDQ_D.htm,CDQ009E,2005-2006
Pain in neck,CDQ_D.htm,CDQ009C,2005-2006
Pain in right arm,CDQ_D.htm,CDQ009A,2005-2006
Pain in right chest,CDQ_D.htm,CDQ009B,2005-2006
Pain in upper sternum,CDQ_D.htm,CDQ009D,2005-2006
Respondent sequence number,CDQ_D.htm,SEQN,2005-2006
SP ever had pain or discomfort in chest,CDQ_D.htm,CDQ001,2005-2006
SP get it walking uphill or in a hurry,CDQ_D.htm,CDQ002,2005-2006
Severe pain in chest more than half hour,CDQ_D.htm,CDQ008,2005-2006
Shortness of breath on stairs/inclines,CDQ_D.htm,CDQ010,2005-2006
About how old when first SED?,CIQDEP_C.htm,CIQD112,2003-2004
Amount of weight gained,CIQDEP_C.htm,CIQD024,2003-2004
Amount of weight lost,CIQDEP_C.htm,CIQD021,2003-2004
Anything abnormal when exam?,CIQDEP_C.htm,CIQDPQ,2003-2004
Anything else happen before 2nd period?,CIQDEP_C.htm,CIQD081,2003-2004
Anything else happen before periods?,CIQDEP_C.htm,CIQD093,2003-2004
"Between periods, 2 months activities?",CIQDEP_C.htm,CIQD088,2003-2004
CHECK ITEM,CIQDEP_C.htm,CIQD071Z,2003-2004
CHECK ITEM,CIQDEP_C.htm,CIQD037Z,2003-2004
CHECK ITEM,CIQDEP_C.htm,CIQD106Z,2003-2004
CHECK ITEM,CIQDEP_C.htm,CIQD021Z,2003-2004
CHECK ITEM,CIQDEP_C.htm,CIQD020Z,2003-2004
CHECK ITEM,CIQDEP_C.htm,CIQD075Z,2003-2004
CHECK ITEM,CIQDEP_C.htm,CIQD064Z,2003-2004
CHECK ITEM,CIQDEP_C.htm,CIQD055Z,2003-2004
CHECK ITEM,CIQDEP_C.htm,CIQD096Z,2003-2004
CHECK ITEM,CIQDEP_C.htm,CIQD099Z,2003-2004
CHECK ITEM,CIQDEP_C.htm,CIQD100Z,2003-2004
CHECK ITEM,CIQDEP_C.htm,CIQD054Z,2003-2004
CHECK ITEM,CIQDEP_C.htm,CIQD050Z,2003-2004
CHECK ITEM,CIQDEP_C.htm,CIQD103Z,2003-2004
CHECK ITEM,CIQDEP_C.htm,CIQD085Z,2003-2004
CHECK ITEM,CIQDEP_C.htm,CIQD051Z,2003-2004
CHECK ITEM,CIQDEP_C.htm,CIQDPHZZ,2003-2004
CHECK ITEM,CIQDEP_C.htm,CIQD111Z,2003-2004
CIDI Subsample 2 year MEC Weight,CIQDEP_C.htm,WTSCI2YR,2003-2004
Depression Score,CIQDEP_C.htm,CIDDSCOR,2003-2004
Describe quantity/quality cutback,CIQDEP_C.htm,CIQD100,2003-2004
Did 1st per begin after someone died?,CIQDEP_C.htm,CIQD066,2003-2004
Did 2nd period begin after someone died?,CIQDEP_C.htm,CIQD078,2003-2004
Did 2nd period begin w_in a mon of baby?,CIQDEP_C.htm,CIQD080,2003-2004
Did 4 periods occur after someone died?,CIQDEP_C.htm,CIQD089,2003-2004
Did SED interfere with life?,CIQDEP_C.htm,CIQDPC,2003-2004
Did anyone notice moving all the time?,CIQDEP_C.htm,CIQD035,2003-2004
Did anyone notice...more slowly?,CIQDEP_C.htm,CIQD033,2003-2004
Did anything else happen before period?,CIQDEP_C.htm,CIQD069,2003-2004
Did anything else happen before period?,CIQDEP_C.htm,CIQD062,2003-2004
Did cutback occur past 4 weeks?,CIQDEP_C.htm,CIQD101,2003-2004
Did day occur past 4 weeks?,CIQDEP_C.htm,CIQD097,2003-2004
Did extreme occur past 4 weeks?,CIQDEP_C.htm,CIQD104,2003-2004
Did interfere occur past 4 weeks?,CIQDEP_C.htm,CIQD107,2003-2004
"Did it end past mos, past 6 mos or more?",CIQDEP_C.htm,CIQD077,2003-2004
Did it end past mos. or more than month?,CIQDEP_C.htm,CIQD076,2003-2004
Did period begin after someone died?,CIQDEP_C.htm,CIQD059,2003-2004
Did period begin w_in month of baby?,CIQDEP_C.htm,CIQD068,2003-2004
Did period begin w_in month of baby?,CIQDEP_C.htm,CIQD061,2003-2004
Did periods occur w_in mos. of baby?,CIQDEP_C.htm,CIQD092,2003-2004
Did thoughts come slower...?,CIQDEP_C.htm,CIQD045,2003-2004
Did you attempt suicide?,CIQDEP_C.htm,CIQD050,2003-2004
Did you feel guilty?,CIQDEP_C.htm,CIQD037,2003-2004
Did you feel not as good as others?,CIQDEP_C.htm,CIQD041,2003-2004
Did you feel ok two months between?,CIQDEP_C.htm,CIQD072,2003-2004
Did you feel worthless nearly every day?,CIQDEP_C.htm,CIQD036,2003-2004
Did you gain weight?,CIQDEP_C.htm,CIQD023,2003-2004
Did you have a larger appetite?,CIQDEP_C.htm,CIQD022,2003-2004
Did you have less appetite?,CIQDEP_C.htm,CIQD019,2003-2004
Did you have so little confidence...?,CIQDEP_C.htm,CIQD042,2003-2004
Did you have to move all the time?,CIQDEP_C.htm,CIQD034,2003-2004
Did you have two mos. enjoy...?,CIQDEP_C.htm,CIQD073,2003-2004
Did you have...trouble concentrating?,CIQDEP_C.htm,CIQD043,2003-2004
Did you lose weight?,CIQDEP_C.htm,CIQD020,2003-2004
Did you make a suicide plan?,CIQDEP_C.htm,CIQD049,2003-2004
Did you sleep too much?,CIQDEP_C.htm,CIQD028,2003-2004
Did you take medication for SED?,CIQDEP_C.htm,CIQDPB,2003-2004
Did you talk or move more slowly?,CIQDEP_C.htm,CIQD032,2003-2004
Did you tell MD about SED?,CIQDEP_C.htm,CIQD109,2003-2004
Did you tell other prof about SED?,CIQDEP_C.htm,CIQDPA,2003-2004
Did you think a lot about death?,CIQDEP_C.htm,CIQD047,2003-2004
Did you think about committing suicide?,CIQDEP_C.htm,CIQD048,2003-2004
Did you wake up 2 hours early?,CIQDEP_C.htm,CIQD027,2003-2004
Doctor gave no definite diag for SED,CIQDEP_C.htm,CIQDPHK,2003-2004
Doctor said alcohol causing SED,CIQDEP_C.htm,CIQDPHH,2003-2004
Doctor said anxiety causing SED,CIQDEP_C.htm,CIQDPHC,2003-2004
Doctor said depression causing SED,CIQDEP_C.htm,CIQDPHD,2003-2004
Doctor said drugs causing SED,CIQDEP_C.htm,CIQDPHG,2003-2004
Doctor said medication causing SED,CIQDEP_C.htm,CIQDPHF,2003-2004
Doctor said mental illness causing SED,CIQDEP_C.htm,CIQDPHE,2003-2004
Doctor said nerves causing SED,CIQDEP_C.htm,CIQDPHA,2003-2004
Doctor said physical illness causing SED,CIQDEP_C.htm,CIQDPHI,2003-2004
Doctor said physical injury causing SED,CIQDEP_C.htm,CIQDPHJ,2003-2004
Doctor said stress causing SED,CIQDEP_C.htm,CIQDPHB,2003-2004
"During 2 weeks, trouble sleep?",CIQDEP_C.htm,CIQD025,2003-2004
Earliest age period of SED,CIQDEP_C.htm,CIQD113,2003-2004
"Ended past month, 6 months, more than 6?",CIQDEP_C.htm,CIQD057,2003-2004
"Ended past mos, six months or more?",CIQDEP_C.htm,CIQD086,2003-2004
Ended past mos. or more than month?,CIQDEP_C.htm,CIQD085,2003-2004
"Felt bad first woke, better later?",CIQDEP_C.htm,CIQD029,2003-2004
Frequency trouble sleeping,CIQDEP_C.htm,CIQD026,2003-2004
General cause of problem,CIQDEP_C.htm,CIDDPRB,2003-2004
How long between two periods?,CIQDEP_C.htm,CIQD071,2003-2004
How long has period been going on?,CIQDEP_C.htm,CIQD055,2003-2004
How long period before it ended?,CIQDEP_C.htm,CIQD058,2003-2004
How long went on before ended?,CIQDEP_C.htm,CIQD075,2003-2004
How many periods?,CIQDEP_C.htm,CIQD064,2003-2004
How old were you when first SED?,CIQDEP_C.htm,CIQD111,2003-2004
"In between 4 periods, ok for 2 months?",CIQDEP_C.htm,CIQD087,2003-2004
Irritable duration,CIQDEP_C.htm,CIQD016,2003-2004
Irritable frequency,CIQDEP_C.htm,CIQD015,2003-2004
Is most recent of 4 periods on or ended?,CIQDEP_C.htm,CIQD084,2003-2004
Is second period going on or ended?,CIQDEP_C.htm,CIQD074,2003-2004
Is the period still going on or ended?,CIQDEP_C.htm,CIQD054,2003-2004
Lose ability to enjoy good things?,CIQDEP_C.htm,CIQD031,2003-2004
Loss of interest duration,CIQDEP_C.htm,CIQD010,2003-2004
Loss of interest frequency,CIQDEP_C.htm,CIQD009,2003-2004
No. days cutback amount/quality,CIQDEP_C.htm,CIQD099,2003-2004
No. days cutback past 4 weeks,CIQDEP_C.htm,CIQD102,2003-2004
No. days extreme effort to work,CIQDEP_C.htm,CIQD103,2003-2004
No. days extreme past 4 weeks,CIQDEP_C.htm,CIQD105,2003-2004
No. days interfere past 4 weeks,CIQDEP_C.htm,CIQD108,2003-2004
No. days interfere personal life,CIQDEP_C.htm,CIQD106,2003-2004
No. days totally past 4 weeks,CIQDEP_C.htm,CIQD098,2003-2004
No. days totally unable work,CIQDEP_C.htm,CIQD096,2003-2004
No. weeks SED... past 12 mos?,CIQDEP_C.htm,CIQD051,2003-2004
Number of weeks before end?,CIQDEP_C.htm,CIQD065,2003-2004
Order in which CIDI modules are asked,CIQDEP_C.htm,CIAORDER,2003-2004
Past 12 mos. 2 weeks lost interest?,CIQDEP_C.htm,CIQD008,2003-2004
Remember age when first SED?,CIQDEP_C.htm,CIQD110,2003-2004
Respondent sequence number,CIQDEP_C.htm,SEQN,2003-2004
SED duration,CIQDEP_C.htm,CIQD003,2003-2004
SED interfere with daily life?,CIQDEP_C.htm,CIQD095,2003-2004
"Sad, empty, depressed (SED) frequency",CIQDEP_C.htm,CIQD002,2003-2004
Two weeks irritable most of the time?,CIQDEP_C.htm,CIQD014,2003-2004
"Two weeks sad, empty, depressed?",CIQDEP_C.htm,CIQD001,2003-2004
Unable to read...couldn't pay attention?,CIQDEP_C.htm,CIQD044,2003-2004
Was R worthless/guilty about depression?,CIQDEP_C.htm,CIQD040,2003-2004
Was SED always result MDA?,CIQDEP_C.htm,CIQDPJ,2003-2004
Was SED always result MDA?,CIQDEP_C.htm,CIQDPF,2003-2004
Was SED always result of phys illness?,CIQDEP_C.htm,CIQDPN,2003-2004
Was SED result of MDA?,CIQDEP_C.htm,CIQDPE,2003-2004
Was SED result of phys illness?,CIQDEP_C.htm,CIQDPK,2003-2004
Was SED result of physical illness?,CIQDEP_C.htm,CIQDPD,2003-2004
Was interest in sex less than usual?,CIQDEP_C.htm,CIQD030,2003-2004
Was it 1 period or 2 or more?,CIQDEP_C.htm,CIQD052,2003-2004
Was it one period or two or more?,CIQDEP_C.htm,CIQD053,2003-2004
Was there reason worthless or guilty?,CIQDEP_C.htm,CIQD038,2003-2004
Were all 4 periods after the death?,CIQDEP_C.htm,CIQD091,2003-2004
Were you unable to make up your mind...?,CIQDEP_C.htm,CIQD046,2003-2004
What is longest  no weeks felt that way?,CIQDEP_C.htm,CIQD083,2003-2004
"When SED, also other problems?",CIQDEP_C.htm,CIQD004,2003-2004
"When SED, did you lack energy?",CIQDEP_C.htm,CIQD005,2003-2004
"When SED, did you lose interest?",CIQDEP_C.htm,CIQD006,2003-2004
"When SED, were you irritable or grouchy?",CIQDEP_C.htm,CIQD007,2003-2004
When did it end -- past month or more?,CIQDEP_C.htm,CIQD056,2003-2004
"When irritable, also other problems?",CIQDEP_C.htm,CIQD017,2003-2004
"When irritable, did you lack energy?",CIQDEP_C.htm,CIQD018,2003-2004
"When lost interest, also other problems?",CIQDEP_C.htm,CIQD011,2003-2004
"When lost interest, did you lack energy?",CIQDEP_C.htm,CIQD012,2003-2004
"When lost interest, irritable/grouchy?",CIQDEP_C.htm,CIQD013,2003-2004
"When not ill,was SED always result MDA ?",CIQDEP_C.htm,CIQDPO,2003-2004
Who was it that died?,CIQDEP_C.htm,CIQD060,2003-2004
Who was it that died?,CIQDEP_C.htm,CIQD079,2003-2004
Who was it that died?,CIQDEP_C.htm,CIQD067,2003-2004
Who was it that died?,CIQDEP_C.htm,CIQD090,2003-2004
About how old when first WTA?,CIQGAD_C.htm,CIQG21,2003-2004
Anything abnormal when examined?,CIQGAD_C.htm,CIQGPQ,2003-2004
CHECK ITEM,CIQGAD_C.htm,CIQG26ZZ,2003-2004
CHECK ITEM,CIQGAD_C.htm,CIQGPHZZ,2003-2004
CHECK ITEM,CIQGAD_C.htm,CIQG20ZZ,2003-2004
CHECK ITEM,CIQGAD_C.htm,CIQG36ZZ,2003-2004
CHECK ITEM,CIQGAD_C.htm,CIQG30ZZ,2003-2004
CHECK ITEM,CIQGAD_C.htm,CIQG33ZZ,2003-2004
CHECK ITEM,CIQGAD_C.htm,CIQG29ZZ,2003-2004
CIDI Subsample 2 year MEC Weight,CIQGAD_C.htm,WTSCI2YR,2003-2004
Describe quantity/quality cutback,CIQGAD_C.htm,CIQG30,2003-2004
Did R have multiple worries?,CIQGAD_C.htm,CIQG13,2003-2004
Did R worry about health/drug use?,CIQGAD_C.htm,CIQG12,2003-2004
Did WTA interfere with life?,CIQGAD_C.htm,CIQGPC,2003-2004
Did cutback occur past 4 weeks?,CIQGAD_C.htm,CIQG31,2003-2004
Did day occur past 4 weeks?,CIQGAD_C.htm,CIQG27,2003-2004
Did extreme occur past 4 weeks?,CIQGAD_C.htm,CIQG34,2003-2004
Did interfere occur past 4 weeks?,CIQGAD_C.htm,CIQG37,2003-2004
Did period last six months?,CIQGAD_C.htm,CIQG02,2003-2004
Did period last six months?,CIQGAD_C.htm,CIQG07,2003-2004
Did you take medication for WTA?,CIQGAD_C.htm,CIQGPB,2003-2004
Did you tell MD about WTA?,CIQGAD_C.htm,CIQG18,2003-2004
Did you tell other prof about WTA?,CIQGAD_C.htm,CIQGPA,2003-2004
Do you think worry excessive?,CIQGAD_C.htm,CIQG14,2003-2004
Doc gave no definite diagnosis for WTA,CIQGAD_C.htm,CIQGPHK,2003-2004
Doctor said alcohol causing WTA,CIQGAD_C.htm,CIQGPHH,2003-2004
Doctor said anxiety causing WTA,CIQGAD_C.htm,CIQGPHC,2003-2004
Doctor said depression causing WTA,CIQGAD_C.htm,CIQGPHD,2003-2004
Doctor said drugs causing WTA,CIQGAD_C.htm,CIQGPHG,2003-2004
Doctor said medication causing WTA,CIQGAD_C.htm,CIQGPHF,2003-2004
Doctor said mental illness causing WTA,CIQGAD_C.htm,CIQGPHE,2003-2004
Doctor said nerves causing WTA,CIQGAD_C.htm,CIQGPHA,2003-2004
Doctor said physical illness causing WTA,CIQGAD_C.htm,CIQGPHI,2003-2004
Doctor said physical injury causing WTA,CIQGAD_C.htm,CIQGPHJ,2003-2004
Doctor said stress causing WTA,CIQGAD_C.htm,CIQGPHB,2003-2004
Earliest age period of WTA,CIQGAD_C.htm,CIQG22,2003-2004
GAD score,CIQGAD_C.htm,CIDGSCOR,2003-2004
General cause of WTA,CIQGAD_C.htm,CIDGPRB,2003-2004
Handcard: more irritable?,CIQGAD_C.htm,CIQG17D,2003-2004
Handcard: more tired than usual?,CIQGAD_C.htm,CIQG17C,2003-2004
Handcard: often keyed up?,CIQGAD_C.htm,CIQG17B,2003-2004
Handcard: often restless?,CIQGAD_C.htm,CIQG17A,2003-2004
"Handcard: tense, sore, ach muscles?",CIQGAD_C.htm,CIQG17G,2003-2004
Handcard: trouble keeping mind on?,CIQGAD_C.htm,CIQG17F,2003-2004
Handcard: trouble sleeping?,CIQGAD_C.htm,CIQG17E,2003-2004
How often difficult control worry?,CIQGAD_C.htm,CIQG15,2003-2004
How often worry so strong?,CIQGAD_C.htm,CIQG16,2003-2004
How old were you when first WTA?,CIQGAD_C.htm,CIQG20,2003-2004
How upset for feeling WTA?,CIQGAD_C.htm,CIQG24,2003-2004
"Month worried, tense, anxious(WTA)?",CIQGAD_C.htm,CIQG01,2003-2004
No. days cutback amount/quality,CIQGAD_C.htm,CIQG29,2003-2004
No. days cutback past 4 weeks,CIQGAD_C.htm,CIQG32,2003-2004
No. days extreme effort to work,CIQGAD_C.htm,CIQG33,2003-2004
No. days extreme past 4 weeks,CIQGAD_C.htm,CIQG35,2003-2004
No. days interfere past 4 weeks,CIQGAD_C.htm,CIQG38,2003-2004
No. days interfere personal life,CIQGAD_C.htm,CIQG36,2003-2004
No. days totally past 4 weeks,CIQGAD_C.htm,CIQG28,2003-2004
No. days totally unable work,CIQGAD_C.htm,CIQG26,2003-2004
"No. months worried, tense, anxious?",CIQGAD_C.htm,CIQG08,2003-2004
"No. months worried, tense, anxious?",CIQGAD_C.htm,CIQG03,2003-2004
Order in which CIDI modules are asked,CIQGAD_C.htm,CIAORDER,2003-2004
Recency of period of WTA,CIQGAD_C.htm,CIQG23,2003-2004
Remember age when first WTA?,CIQGAD_C.htm,CIQG19,2003-2004
Respondent sequence number,CIQGAD_C.htm,SEQN,2003-2004
WTA a lot more than most?,CIQGAD_C.htm,CIQG06,2003-2004
WTA duration,CIQGAD_C.htm,CIQG10,2003-2004
WTA duration,CIQGAD_C.htm,CIQG05,2003-2004
WTA frequency,CIQGAD_C.htm,CIQG04,2003-2004
WTA frequency,CIQGAD_C.htm,CIQG09,2003-2004
WTA interfere with daily life?,CIQGAD_C.htm,CIQG25,2003-2004
Was WTA always result MDA?,CIQGAD_C.htm,CIQGPJ,2003-2004
Was WTA always result MDA?,CIQGAD_C.htm,CIQGPO,2003-2004
Was WTA always result MDA?,CIQGAD_C.htm,CIQGPF,2003-2004
Was WTA always result of phys illness?,CIQGAD_C.htm,CIQGPN,2003-2004
Was WTA result of  MDA?,CIQGAD_C.htm,CIQGPE,2003-2004
Was WTA result of phys illness?,CIQGAD_C.htm,CIQGPK,2003-2004
Was WTA result of phys illness?,CIQGAD_C.htm,CIQGPD,2003-2004
Afraid you might die?,CIQPAN_C.htm,CIQP13N,2003-2004
Afraid you might lose control?,CIQPAN_C.htm,CIQP13L,2003-2004
Afraid you might pass out?,CIQPAN_C.htm,CIQP13M,2003-2004
Age last time had attack,CIQPAN_C.htm,CIQP31,2003-2004
Anything abnormal when exam?,CIQPAN_C.htm,CIQPPQ,2003-2004
Approx age when attack occurred,CIQPAN_C.htm,CIQP28,2003-2004
Approx age when attack occurred,CIQPAN_C.htm,CIQP19,2003-2004
"Attack in past 12 months,or more?",CIQPAN_C.htm,CIQP26,2003-2004
Attack in past 12 months?,CIQPAN_C.htm,CIQP41,2003-2004
Attack in past 12 months?,CIQPAN_C.htm,CIQP37,2003-2004
Attacks interfere with daily life?,CIQPAN_C.htm,CIQP59,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP40ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP15ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP43ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP48ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP49ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP50ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP53ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP54ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP56ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQPPHZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP39ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP60ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP63ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP10ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP67ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP70ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP21ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP18ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP61ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP36ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP64ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP35ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP24ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP30ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP13ZZ,2003-2004
CHECK ITEM,CIQPAN_C.htm,CIQP32ZZ,2003-2004
CIDI Subsample 2 year MEC Weight,CIQPAN_C.htm,WTSCI2YR,2003-2004
Describe quantity/quality cutback,CIQPAN_C.htm,CIQP64,2003-2004
Did attacks interfere with life?,CIQPAN_C.htm,CIQPPC,2003-2004
Did cutback occur past 4 weeks?,CIQPAN_C.htm,CIQP65,2003-2004
Did extreme occur past 4 weeks?,CIQPAN_C.htm,CIQP68,2003-2004
Did interfere occur past 4 weeks?,CIQPAN_C.htm,CIQP71,2003-2004
Did totally occur past 4 weeks?,CIQPAN_C.htm,CIQP61,2003-2004
Did you feel unreal?,CIQPAN_C.htm,CIQP13J,2003-2004
Did you have dry mouth?,CIQPAN_C.htm,CIQP13D,2003-2004
Did you sweat?,CIQPAN_C.htm,CIQP13B,2003-2004
Did you take medication for attack?,CIQPAN_C.htm,CIQPPB,2003-2004
Did you tell doctor about attack?,CIQPAN_C.htm,CIQP58,2003-2004
Did you tell other prof about attack?,CIQPAN_C.htm,CIQPPA,2003-2004
Did you tremble or shake?,CIQPAN_C.htm,CIQP13C,2003-2004
Did your heart pound or race?,CIQPAN_C.htm,CIQP13A,2003-2004
Doc said mental illness causing attacks,CIQPAN_C.htm,CIQPPHE,2003-2004
Doctor gave no definite diag for attacks,CIQPAN_C.htm,CIQPPHK,2003-2004
Doctor said alcohol causing attacks,CIQPAN_C.htm,CIQPPHH,2003-2004
Doctor said anxiety causing attacks,CIQPAN_C.htm,CIQPPHC,2003-2004
Doctor said depression causing attacks,CIQPAN_C.htm,CIQPPHD,2003-2004
Doctor said drugs causing attacks,CIQPAN_C.htm,CIQPPHG,2003-2004
Doctor said medication causing attacks,CIQPAN_C.htm,CIQPPHF,2003-2004
Doctor said nerves causing attacks,CIQPAN_C.htm,CIQPPHA,2003-2004
Doctor said phys illness causing attacks,CIQPAN_C.htm,CIQPPHI,2003-2004
Doctor said phys injury causing attacks,CIQPAN_C.htm,CIQPPHJ,2003-2004
Doctor said stress causing attacks,CIQPAN_C.htm,CIQPPHB,2003-2004
Earliest age attack occurred,CIQPAN_C.htm,CIQP29,2003-2004
"Entire life, ever fear or panic attack?",CIQPAN_C.htm,CIQP01,2003-2004
"Ever attack for no reason, out of blue?",CIQPAN_C.htm,CIQP02,2003-2004
Ever attacks life-threatening?,CIQPAN_C.htm,CIQP11,2003-2004
Ever attacks not life-threatening?,CIQPAN_C.htm,CIQP12,2003-2004
Exact age when attack occurred,CIQPAN_C.htm,CIQP23,2003-2004
Exact age when attack occurred,CIQPAN_C.htm,CIQP18,2003-2004
"Fear:  Crowd, standing in line",CIQPAN_C.htm,CIQP21G,2003-2004
Fear: Animals,CIQPAN_C.htm,CIQP21I,2003-2004
Fear: Being in a crowd,CIQPAN_C.htm,CIQP21C,2003-2004
Fear: Being in a public place,CIQPAN_C.htm,CIQP21H,2003-2004
"Fear: Being outside, away",CIQPAN_C.htm,CIQP21E,2003-2004
Fear: Closed spaces,CIQPAN_C.htm,CIQP21M,2003-2004
Fear: Flying,CIQPAN_C.htm,CIQP21L,2003-2004
Fear: Getting an injection,CIQPAN_C.htm,CIQP21O,2003-2004
Fear: Giving a speech,CIQPAN_C.htm,CIQP21A,2003-2004
Fear: Going to a hospital,CIQPAN_C.htm,CIQP21Q,2003-2004
Fear: Going to the dentist,CIQPAN_C.htm,CIQP21P,2003-2004
Fear: Heights,CIQPAN_C.htm,CIQP21J,2003-2004
Fear: Meeting new people,CIQPAN_C.htm,CIQP21D,2003-2004
Fear: Other 1,CIQPAN_C.htm,CIQP21R,2003-2004
Fear: Other 2,CIQPAN_C.htm,CIQP21S,2003-2004
Fear: Other 3,CIQPAN_C.htm,CIQP21T,2003-2004
Fear: Party or social event,CIQPAN_C.htm,CIQP21B,2003-2004
Fear: Seeing blood,CIQPAN_C.htm,CIQP21N,2003-2004
"Fear: Storms, thunder, lightening",CIQPAN_C.htm,CIQP21K,2003-2004
"Fear: Traveling bus, train, car",CIQPAN_C.htm,CIQP21F,2003-2004
Feel like you were choking?,CIQPAN_C.htm,CIQP13F,2003-2004
Feel things around you unreal?,CIQPAN_C.htm,CIQP13K,2003-2004
Four week in row and four attacks?,CIQPAN_C.htm,CIQP57,2003-2004
General cause of problem,CIQPAN_C.htm,CIDPPRB,2003-2004
Have hot flashes or chills?,CIQPAN_C.htm,CIQP13O,2003-2004
Have numbness or tingling?,CIQPAN_C.htm,CIQP13P,2003-2004
How recently avoided situations bc fear?,CIQPAN_C.htm,CIQP05,2003-2004
How recently have concern?,CIQPAN_C.htm,CIQP07,2003-2004
How recently have concern?,CIQPAN_C.htm,CIQP09,2003-2004
Largest no. attack any four weeks,CIQPAN_C.htm,CIQP55,2003-2004
Largest no. attacks any one week,CIQPAN_C.htm,CIQP54,2003-2004
Longest no. weeks in row attack,CIQPAN_C.htm,CIQP52,2003-2004
Nausea or discomfort in stomach?,CIQPAN_C.htm,CIQP13H,2003-2004
No. attacks lifetime out of the blue,CIQPAN_C.htm,CIQP32,2003-2004
No. attacks lifetime real danger,CIQPAN_C.htm,CIQP40,2003-2004
No. attacks lifetime strong fear,CIQPAN_C.htm,CIQP36,2003-2004
No. attacks past 12 months,CIQPAN_C.htm,CIQP42,2003-2004
No. attacks past 12 months?,CIQPAN_C.htm,CIQP38,2003-2004
No. attacks past 12 months?,CIQPAN_C.htm,CIQP34,2003-2004
No. attacks w/symptoms in lifetime?,CIQPAN_C.htm,CIQP14,2003-2004
No. days cutback amount/quality,CIQPAN_C.htm,CIQP63,2003-2004
No. days cutback past 4 weeks,CIQPAN_C.htm,CIQP66,2003-2004
No. days extreme effort to work,CIQPAN_C.htm,CIQP67,2003-2004
No. days extreme past 4 weeks,CIQPAN_C.htm,CIQP69,2003-2004
No. days interfere past 4 weeks,CIQPAN_C.htm,CIQP72,2003-2004
No. days interfere personal life,CIQPAN_C.htm,CIQP70,2003-2004
No. days totally past 4 weeks,CIQPAN_C.htm,CIQP62,2003-2004
No. days totally unable work,CIQPAN_C.htm,CIQP60,2003-2004
Order in which CIDI modules are asked,CIQPAN_C.htm,CIAORDER,2003-2004
Out of the blue attack past 12 months?,CIQPAN_C.htm,CIQP33,2003-2004
